order_id,customer_id,restaurant_id,partner_id,order_date,total_amount,payment_method,status
486,51,116,140,2026-03-30,857.38,Cash,Delivered
487,184,189,20,2026-02-26,1464.99,UPI,Cancelled
488,181,178,283,2026-03-10,1880.32,Card,Cancelled
489,134,235,43,2026-03-07,295.89,Cash,Cancelled
490,471,109,219,2026-02-09,1202.98,UPI,Delivered
491,48,214,201,2026-02-05,1424.43,Card,Cancelled
492,249,48,212,2026-03-19,604.05,UPI,Cancelled
493,264,184,292,2026-01-16,1550.43,Cash,Delivered
494,42,166,126,2026-01-05,1748.33,UPI,Delivered
495,226,68,44,2026-01-05,1434.08,UPI,Delivered
496,254,65,254,2026-01-19,984.94,Card,Delivered
497,129,279,61,2026-03-19,1274.79,UPI,Cancelled
498,120,277,287,2026-01-05,472.71,UPI,Cancelled
499,68,171,197,2026-01-06,1199.16,UPI,Cancelled
500,168,106,219,2026-02-09,1912.65,UPI,Cancelled
501,428,3,54,2026-02-02,743.72,UPI,Cancelled
502,498,201,39,2026-01-02,1380.69,UPI,Delivered
503,215,270,229,2026-01-09,1195.78,Card,Delivered
504,253,249,189,2026-01-19,469.97,UPI,Delivered
505,278,8,255,2026-02-04,1325.74,Cash,Cancelled
506,76,162,205,2026-01-19,994.71,Cash,Cancelled
507,490,190,204,2026-03-17,1904.1,Cash,Delivered
508,111,282,115,2026-01-03,643.77,Cash,Cancelled
509,286,50,43,2026-02-25,252.65,UPI,Cancelled
510,372,103,271,2026-01-31,494.82,UPI,Delivered
511,154,129,171,2026-01-08,1759.71,Card,Cancelled
512,394,106,1,2026-02-17,1303.3,Card,Delivered
513,196,2,94,2026-01-23,230.19,Card,Delivered
514,338,97,125,2026-02-22,952.62,Cash,Delivered
515,293,195,23,2026-02-23,507.94,UPI,Delivered
516,30,150,76,2026-01-13,1185.07,Cash,Cancelled
517,480,87,84,2026-01-24,1806.82,UPI,Cancelled
518,46,230,94,2026-03-24,1620.75,Card,Cancelled
519,227,125,294,2026-02-14,1468.3,Cash,Delivered
520,112,138,123,2026-03-25,1662.35,Cash,Cancelled
521,367,121,185,2026-02-05,1717.15,Card,Cancelled
522,235,263,272,2026-01-26,1636.22,UPI,Delivered
523,277,80,217,2026-01-29,421.86,UPI,Cancelled
524,263,196,235,2026-02-24,370.31,UPI,Delivered
525,107,280,109,2026-02-20,978.0,Cash,Cancelled
526,328,54,193,2026-02-17,1344.78,Cash,Cancelled
527,408,189,161,2026-03-07,1740.01,Card,Delivered
528,39,117,44,2026-01-25,658.15,Card,Delivered
529,329,132,18,2026-03-05,1885.53,Card,Cancelled
530,214,105,28,2026-03-01,713.74,UPI,Delivered
531,479,173,277,2026-01-19,1818.37,Card,Cancelled
532,346,155,192,2026-02-24,1522.49,Card,Delivered
533,202,169,20,2026-02-28,1240.98,UPI,Delivered
534,321,70,127,2026-03-26,832.86,UPI,Cancelled
535,129,7,214,2026-02-21,768.39,UPI,Cancelled
536,106,198,108,2026-01-09,919.88,Cash,Delivered
537,327,240,109,2026-03-28,402.64,Card,Delivered
538,395,265,126,2026-02-19,1040.24,Card,Delivered
539,387,3,181,2026-01-21,1917.33,Cash,Cancelled
540,387,256,197,2026-01-18,563.23,Cash,Delivered
541,32,175,101,2026-03-19,1061.66,Cash,Delivered
542,255,259,271,2026-03-12,951.09,UPI,Delivered
543,6,158,215,2026-01-25,1449.22,UPI,Delivered
544,149,262,76,2026-02-18,713.31,UPI,Cancelled
545,120,158,230,2026-03-07,1320.85,Cash,Delivered
546,27,106,193,2026-03-31,789.93,Card,Cancelled
547,345,203,46,2026-01-06,483.03,UPI,Cancelled
548,93,21,247,2026-02-09,1029.86,Card,Cancelled
549,264,277,112,2026-03-21,1600.08,UPI,Delivered
550,410,33,123,2026-02-23,662.85,Card,Cancelled
551,323,227,9,2026-02-12,1085.29,Card,Delivered
552,218,199,96,2026-01-04,714.41,Cash,Cancelled
553,448,205,14,2026-01-25,638.13,Card,Cancelled
554,228,159,41,2026-02-16,1916.84,UPI,Cancelled
555,70,28,186,2026-01-21,1050.5,Cash,Delivered
556,8,245,235,2026-01-05,1672.21,Card,Delivered
557,91,54,125,2026-02-21,712.81,UPI,Delivered
558,106,220,147,2026-01-14,1830.94,Card,Cancelled
559,324,239,72,2026-01-15,706.07,Card,Cancelled
560,153,101,131,2026-01-05,1036.2,Cash,Delivered
561,161,234,57,2026-01-01,316.14,Card,Cancelled
562,72,259,157,2026-01-06,874.4,Card,Cancelled
563,443,27,240,2026-01-23,1712.7,UPI,Delivered
564,84,219,280,2026-03-03,916.74,Card,Delivered
565,236,84,223,2026-03-20,1082.94,UPI,Delivered
566,286,274,246,2026-01-04,1227.86,Cash,Delivered
567,23,276,155,2026-01-31,945.27,Cash,Cancelled
568,292,179,283,2026-02-02,799.6,Card,Delivered
569,219,114,255,2026-01-24,1669.38,Cash,Cancelled
570,130,125,34,2026-03-26,1310.52,Card,Delivered
571,245,247,84,2026-02-07,1724.58,Cash,Delivered
572,293,298,268,2026-01-07,810.86,UPI,Delivered
573,336,87,75,2026-03-17,1425.52,Card,Cancelled
574,483,103,239,2026-03-23,1400.51,UPI,Delivered
575,26,9,40,2026-01-26,896.29,Card,Cancelled
576,469,83,3,2026-01-25,1671.92,UPI,Delivered
577,464,202,58,2026-01-08,865.28,Cash,Delivered
578,268,49,163,2026-02-18,1081.96,UPI,Cancelled
579,207,288,41,2026-01-31,979.43,Cash,Cancelled
580,177,264,151,2026-01-03,617.2,Card,Cancelled
581,26,32,209,2026-02-17,1290.91,Cash,Delivered
582,75,170,98,2026-03-30,453.85,Card,Cancelled
583,454,188,191,2026-01-01,1923.18,Cash,Delivered
584,68,19,73,2026-02-19,288.93,Card,Cancelled
585,21,41,66,2026-02-12,447.14,Card,Delivered
586,228,102,210,2026-01-21,870.44,Card,Delivered
587,13,294,92,2026-02-28,1520.52,Cash,Delivered
588,383,73,213,2026-01-05,1387.54,Cash,Delivered
589,460,37,269,2026-01-08,1596.34,Cash,Cancelled
590,355,241,287,2026-02-04,993.81,Cash,Delivered
591,176,55,154,2026-03-14,612.64,UPI,Delivered
592,106,92,202,2026-01-15,1556.0,Card,Delivered
593,119,288,106,2026-03-14,1078.1,Cash,Delivered
594,495,60,197,2026-03-29,1000.87,Cash,Delivered
595,413,247,250,2026-03-19,1587.83,UPI,Cancelled
596,260,241,35,2026-01-23,1548.49,Card,Delivered
597,357,267,155,2026-02-03,1727.66,UPI,Delivered
598,41,76,257,2026-02-10,1856.46,UPI,Delivered
599,397,13,274,2026-03-27,201.21,UPI,Cancelled
600,25,269,274,2026-03-03,339.44,Card,Delivered
601,183,230,42,2026-02-05,824.88,UPI,Delivered
602,3,296,203,2026-03-15,548.56,Cash,Delivered
603,250,63,179,2026-01-20,1142.46,Cash,Cancelled
604,53,277,91,2026-03-18,1100.2,Card,Delivered
605,46,60,293,2026-02-08,780.07,Card,Cancelled
606,148,260,225,2026-02-26,1614.44,Cash,Cancelled
607,77,156,299,2026-03-17,685.22,UPI,Cancelled
608,291,203,67,2026-01-05,1081.32,Cash,Cancelled
609,135,63,296,2026-03-27,720.95,UPI,Delivered
610,277,300,38,2026-02-19,923.97,UPI,Cancelled
611,350,130,121,2026-01-06,810.01,Card,Cancelled
612,68,124,249,2026-01-14,783.29,Card,Delivered
613,299,240,19,2026-03-07,982.06,Card,Cancelled
614,317,66,69,2026-03-20,1743.68,Card,Delivered
615,493,28,226,2026-01-03,207.03,Cash,Cancelled
616,499,96,108,2026-02-11,1506.36,Cash,Delivered
617,103,200,170,2026-03-26,1592.65,Cash,Cancelled
618,141,83,154,2026-02-05,1405.96,Cash,Delivered
619,317,246,293,2026-03-09,1268.13,UPI,Delivered
620,62,231,259,2026-03-05,1180.94,UPI,Cancelled
621,366,194,298,2026-03-08,603.57,UPI,Cancelled
622,58,45,244,2026-01-30,653.19,Cash,Cancelled
623,171,197,125,2026-01-03,976.27,Cash,Cancelled
624,244,132,210,2026-01-09,1528.99,Cash,Delivered
625,63,197,61,2026-04-01,1708.61,Card,Delivered
626,279,177,39,2026-01-12,905.66,Cash,Cancelled
627,383,81,205,2026-03-03,276.38,Card,Cancelled
628,232,8,125,2026-02-19,1167.48,UPI,Cancelled
629,108,55,237,2026-02-21,553.53,Cash,Cancelled
630,14,144,12,2026-02-25,1597.22,Card,Cancelled
631,398,91,97,2026-01-17,1107.89,Card,Delivered
632,22,212,75,2026-03-12,1040.57,UPI,Cancelled
633,333,154,300,2026-01-06,726.85,Cash,Cancelled
634,17,250,45,2026-02-07,1886.92,Cash,Cancelled
635,323,253,136,2026-03-31,1666.2,UPI,Cancelled
636,152,26,178,2026-01-05,559.05,UPI,Delivered
637,484,47,21,2026-01-18,369.75,UPI,Cancelled
638,253,294,243,2026-02-10,238.62,Cash,Cancelled
639,377,270,73,2026-01-31,1190.14,UPI,Cancelled
640,198,115,286,2026-03-12,215.19,Cash,Cancelled
641,407,199,286,2026-02-22,1769.35,Cash,Delivered
642,224,91,57,2026-01-17,1221.95,Cash,Cancelled
643,459,181,242,2026-01-23,1095.65,Cash,Delivered
644,441,137,123,2026-03-17,675.24,Cash,Cancelled
645,336,285,113,2026-02-01,672.94,UPI,Delivered
646,237,183,67,2026-01-08,1758.9,Cash,Delivered
647,377,22,218,2026-02-08,1004.05,Cash,Delivered
648,489,287,194,2026-01-23,1656.12,Cash,Cancelled
649,371,161,158,2026-03-25,700.78,Card,Cancelled
650,388,220,125,2026-01-12,1915.15,Cash,Cancelled
651,480,181,125,2026-01-13,1483.5,Card,Cancelled
652,461,292,182,2026-01-06,1859.44,Cash,Delivered
653,338,50,2,2026-02-19,1685.93,Cash,Delivered
654,56,111,192,2026-03-01,319.54,UPI,Cancelled
655,225,49,264,2026-01-24,1848.09,Cash,Cancelled
656,192,78,62,2026-01-24,1367.02,UPI,Cancelled
657,94,115,148,2026-01-21,1667.01,UPI,Delivered
658,112,4,111,2026-03-19,222.53,Cash,Cancelled
659,99,193,153,2026-03-30,468.71,Card,Cancelled
660,194,56,100,2026-03-21,810.7,Card,Cancelled
661,85,12,257,2026-01-25,674.08,UPI,Delivered
662,111,72,128,2026-01-09,1621.18,Cash,Cancelled
663,268,10,293,2026-03-08,1123.98,Card,Delivered
664,90,211,66,2026-01-13,1748.84,Card,Delivered
665,29,191,87,2026-01-31,1753.27,Cash,Delivered
666,419,276,126,2026-02-25,684.01,Cash,Delivered
667,304,122,53,2026-02-07,1181.87,Card,Cancelled
668,92,65,212,2026-03-13,771.93,Card,Delivered
669,274,127,15,2026-03-24,772.39,UPI,Delivered
670,51,226,208,2026-02-21,1089.27,Cash,Delivered
671,55,99,90,2026-02-27,1343.98,Cash,Cancelled
672,35,198,10,2026-01-01,1648.83,Cash,Cancelled
673,327,290,106,2026-02-05,1582.13,Cash,Delivered
674,22,195,262,2026-02-27,910.65,UPI,Delivered
675,182,120,101,2026-02-07,1027.42,Card,Cancelled
676,393,281,98,2026-01-05,412.08,Cash,Cancelled
677,375,128,81,2026-02-24,1750.67,Card,Cancelled
678,282,300,192,2026-03-29,1940.28,Cash,Cancelled
679,260,218,232,2026-02-24,1669.7,UPI,Delivered
680,265,232,240,2026-01-23,302.43,UPI,Cancelled
681,386,137,98,2026-02-21,1378.73,Card,Cancelled
682,193,277,260,2026-03-18,1661.51,Cash,Delivered
683,251,198,135,2026-01-31,1304.25,Card,Delivered
684,202,51,27,2026-01-21,581.64,Card,Delivered
685,438,149,289,2026-01-23,407.6,Cash,Delivered
686,148,81,75,2026-02-23,1714.09,UPI,Cancelled
687,98,63,172,2026-03-12,1382.16,UPI,Cancelled
688,359,21,98,2026-03-21,517.35,Cash,Delivered
689,490,217,57,2026-01-25,787.26,Cash,Cancelled
690,2,258,156,2026-01-23,888.98,Card,Cancelled
691,163,173,70,2026-01-09,666.48,Card,Cancelled
692,480,237,99,2026-01-21,890.62,UPI,Cancelled
693,63,286,96,2026-04-01,662.73,Card,Cancelled
694,381,153,103,2026-02-07,842.79,Cash,Delivered
695,438,111,277,2026-03-27,1773.22,UPI,Cancelled
696,135,274,274,2026-01-28,1835.28,Cash,Delivered
697,341,289,35,2026-01-17,1618.25,UPI,Cancelled
698,441,30,30,2026-02-02,1287.35,UPI,Delivered
699,440,48,87,2026-02-15,1405.67,UPI,Delivered
700,313,23,259,2026-03-24,1302.03,Cash,Delivered
701,210,253,31,2026-03-28,1174.12,UPI,Delivered
702,56,167,219,2026-03-26,517.91,Cash,Cancelled
703,182,16,236,2026-02-09,814.75,Card,Cancelled
704,182,84,224,2026-03-02,309.8,Cash,Cancelled
705,292,25,16,2026-02-03,891.28,Card,Delivered
706,424,279,240,2026-02-19,521.25,Cash,Delivered
707,434,85,211,2026-03-20,1015.9,Cash,Delivered
708,24,291,204,2026-01-26,332.66,Cash,Cancelled
709,457,73,116,2026-01-01,1439.26,Card,Cancelled
710,53,200,163,2026-01-27,259.1,UPI,Delivered
711,486,181,22,2026-02-14,1362.57,Cash,Cancelled
712,151,259,83,2026-02-25,1549.38,Cash,Delivered
713,421,7,292,2026-03-26,201.24,UPI,Delivered
714,50,4,224,2026-02-26,486.77,Card,Cancelled
715,96,294,201,2026-03-27,545.76,Cash,Cancelled
716,59,61,288,2026-02-10,413.45,UPI,Cancelled
717,287,29,55,2026-02-15,1035.21,Card,Delivered
718,168,225,65,2026-03-16,1678.67,Card,Delivered
719,148,273,59,2026-01-17,1618.17,UPI,Delivered
720,221,261,44,2026-02-24,961.21,Cash,Delivered
721,295,253,256,2026-03-31,1491.54,Cash,Cancelled
722,385,237,240,2026-02-07,635.51,Cash,Delivered
723,32,142,8,2026-01-17,1576.46,Card,Delivered
724,149,280,155,2026-01-27,461.63,UPI,Delivered
725,86,88,209,2026-03-26,502.83,UPI,Cancelled
726,174,79,286,2026-02-02,617.68,Card,Cancelled
727,397,119,88,2026-01-02,1337.8,UPI,Delivered
728,320,16,219,2026-01-29,1263.12,Cash,Delivered
729,352,10,276,2026-01-23,991.19,Cash,Cancelled
730,76,187,206,2026-03-22,1738.15,Cash,Cancelled
731,326,144,63,2026-03-13,1103.78,Card,Delivered
732,325,270,32,2026-02-07,715.07,UPI,Cancelled
733,59,259,231,2026-02-15,694.35,Cash,Delivered
734,283,140,174,2026-01-08,1918.24,UPI,Cancelled
735,136,35,118,2026-03-04,934.89,Card,Delivered
736,212,235,223,2026-03-20,598.94,Cash,Delivered
737,203,195,97,2026-03-06,561.58,Cash,Delivered
738,321,74,234,2026-01-05,1973.75,Card,Delivered
739,438,124,164,2026-02-02,1988.95,UPI,Cancelled
740,233,136,175,2026-02-25,1607.52,Cash,Delivered
741,382,7,138,2026-04-01,1879.96,Cash,Delivered
742,424,191,198,2026-01-30,1575.59,UPI,Delivered
743,343,62,99,2026-01-29,1730.14,UPI,Delivered
744,212,176,74,2026-01-06,1500.26,UPI,Cancelled
745,426,111,32,2026-03-23,1902.17,UPI,Delivered
746,97,181,33,2026-01-05,877.74,Cash,Delivered
747,164,201,150,2026-03-29,508.79,Card,Cancelled
748,299,186,117,2026-02-05,596.37,Cash,Cancelled
749,185,146,181,2026-01-19,1962.3,Cash,Cancelled
750,269,30,47,2026-01-07,1746.1,Card,Cancelled
751,124,157,266,2026-03-11,1749.34,Card,Cancelled
752,77,275,52,2026-01-22,1826.36,Cash,Delivered
753,114,155,223,2026-03-26,959.43,Card,Cancelled
754,227,230,29,2026-02-09,1018.89,Card,Delivered
755,483,64,153,2026-03-15,1309.19,UPI,Delivered
756,123,186,230,2026-01-15,859.65,Card,Delivered
757,419,53,67,2026-02-05,1654.02,Card,Cancelled
758,119,181,20,2026-03-12,300.21,UPI,Delivered
759,233,261,48,2026-03-05,931.11,Cash,Delivered
760,156,6,235,2026-01-10,1962.09,Cash,Delivered
761,368,67,284,2026-01-28,1245.02,UPI,Delivered
762,182,29,191,2026-01-21,252.76,Cash,Cancelled
763,48,18,230,2026-02-27,1633.19,Card,Cancelled
764,20,269,20,2026-01-08,531.73,Cash,Cancelled
765,61,295,157,2026-03-09,532.44,Cash,Delivered
766,77,131,60,2026-03-03,1199.09,UPI,Cancelled
767,413,119,117,2026-01-17,805.32,Card,Cancelled
768,393,6,291,2026-03-14,1858.4,Cash,Cancelled
769,282,95,8,2026-03-15,1545.05,Cash,Cancelled
770,151,287,88,2026-03-18,1325.15,Card,Delivered
771,296,259,188,2026-02-16,1443.98,Cash,Cancelled
772,464,242,177,2026-03-05,1728.31,UPI,Delivered
773,405,118,167,2026-01-13,571.42,Cash,Delivered
774,181,114,214,2026-03-17,878.26,UPI,Delivered
775,391,143,297,2026-02-25,874.93,UPI,Delivered
776,436,92,179,2026-02-12,899.13,UPI,Delivered
777,496,242,97,2026-02-23,247.58,Cash,Delivered
778,342,94,42,2026-01-26,1942.47,Cash,Delivered
779,98,232,132,2026-01-12,309.56,Card,Cancelled
780,472,122,232,2026-02-23,423.43,UPI,Delivered
781,16,90,211,2026-01-28,1332.09,Card,Cancelled
782,92,99,216,2026-02-12,367.07,Cash,Cancelled
783,45,265,236,2026-02-16,1153.32,Cash,Delivered
784,143,183,184,2026-01-26,1983.34,UPI,Delivered
785,167,189,226,2026-02-24,1033.07,Cash,Delivered
786,391,19,108,2026-03-12,1592.85,UPI,Cancelled
787,361,125,30,2026-02-02,759.95,Card,Delivered
788,185,265,43,2026-02-25,1607.08,UPI,Cancelled
789,84,123,294,2026-03-03,201.88,UPI,Delivered
790,168,47,299,2026-01-27,901.53,Cash,Cancelled
791,292,176,194,2026-03-27,988.37,Cash,Cancelled
792,72,276,153,2026-01-25,1176.19,UPI,Cancelled
793,204,95,17,2026-02-14,352.86,Cash,Delivered
794,80,298,71,2026-02-20,530.17,UPI,Cancelled
795,99,267,201,2026-03-13,1581.29,Cash,Cancelled
796,474,209,141,2026-01-23,620.26,Cash,Cancelled
797,267,5,150,2026-03-20,717.79,Card,Delivered
798,449,239,20,2026-01-27,1632.85,Card,Delivered
799,45,27,35,2026-03-28,1096.06,Card,Cancelled
800,200,116,28,2026-03-20,947.2,UPI,Cancelled
801,23,80,258,2026-02-28,1829.03,Cash,Delivered
802,322,83,110,2026-01-27,427.63,Card,Delivered
803,314,189,185,2026-02-21,800.37,UPI,Cancelled
804,273,174,31,2026-02-11,782.82,Card,Delivered
805,471,8,14,2026-01-12,1077.38,UPI,Delivered
806,319,270,211,2026-02-19,1682.86,Cash,Delivered
807,265,224,23,2026-02-03,1620.76,Card,Delivered
808,283,2,151,2026-01-06,956.8,Card,Cancelled
809,206,32,138,2026-03-16,436.98,UPI,Delivered
810,229,28,291,2026-01-21,1671.43,Card,Delivered
811,439,17,271,2026-03-12,503.08,Cash,Cancelled
812,6,281,5,2026-01-09,1716.28,UPI,Delivered
813,17,262,121,2026-03-10,1944.61,Cash,Cancelled
814,250,191,171,2026-01-14,495.15,Cash,Delivered
815,43,112,85,2026-02-01,1442.87,UPI,Delivered
816,107,67,39,2026-03-30,1009.67,Card,Cancelled
817,73,89,300,2026-02-01,1581.13,Card,Delivered
818,271,274,89,2026-02-17,1585.89,Cash,Delivered
819,4,286,300,2026-02-05,1817.27,Card,Delivered
820,403,58,181,2026-03-17,1479.6,Cash,Cancelled
821,380,297,146,2026-01-22,1738.49,Card,Cancelled
822,166,259,220,2026-03-07,400.15,UPI,Delivered
823,315,216,198,2026-02-09,870.09,Cash,Delivered
824,76,286,291,2026-04-01,1540.63,Cash,Cancelled
825,284,130,213,2026-01-29,805.29,Card,Delivered
826,58,52,225,2026-01-06,419.0,Card,Cancelled
827,62,161,196,2026-02-05,1939.24,UPI,Cancelled
828,441,46,256,2026-03-06,816.52,UPI,Cancelled
829,396,51,283,2026-01-13,638.58,UPI,Cancelled
830,23,86,32,2026-02-13,228.04,Card,Cancelled
831,284,126,182,2026-02-09,463.05,Cash,Delivered
832,480,97,18,2026-03-22,517.17,Cash,Cancelled
833,488,135,108,2026-02-25,489.86,Card,Delivered
834,123,238,74,2026-01-23,1306.86,Cash,Cancelled
835,166,83,164,2026-03-14,1878.88,Cash,Cancelled
836,434,100,86,2026-01-31,1814.38,Card,Delivered
837,67,14,224,2026-01-19,293.8,Cash,Cancelled
838,220,111,81,2026-01-19,1991.34,Card,Delivered
839,368,135,191,2026-01-09,804.24,Cash,Cancelled
840,80,247,27,2026-03-29,1658.1,Card,Cancelled
841,418,45,10,2026-03-20,214.8,UPI,Delivered
842,396,111,190,2026-01-04,566.71,Card,Delivered
843,26,114,153,2026-04-01,561.16,UPI,Delivered
844,425,102,191,2026-03-15,1156.67,Cash,Delivered
845,364,52,161,2026-03-14,488.61,Cash,Cancelled
846,256,12,278,2026-03-26,1061.17,UPI,Cancelled
847,294,184,178,2026-02-10,940.6,UPI,Delivered
848,237,167,86,2026-01-14,1364.25,Card,Delivered
849,228,1,70,2026-03-06,733.51,Card,Cancelled
850,244,244,32,2026-01-08,1222.88,UPI,Cancelled
851,211,19,125,2026-03-18,409.7,Card,Delivered
852,454,158,4,2026-03-16,1687.72,UPI,Cancelled
853,322,187,3,2026-02-05,583.74,Cash,Cancelled
854,370,232,258,2026-01-28,1584.16,UPI,Cancelled
855,18,50,203,2026-03-24,371.86,UPI,Cancelled
856,251,77,58,2026-03-18,1460.31,Card,Delivered
857,56,273,238,2026-01-08,329.07,Card,Cancelled
858,81,250,192,2026-03-10,662.82,Cash,Cancelled
859,89,155,268,2026-03-03,252.35,UPI,Delivered
860,40,63,152,2026-02-19,1626.51,Cash,Delivered
861,480,114,89,2026-02-02,1572.8,Card,Delivered
862,51,166,267,2026-02-27,1182.65,Card,Cancelled
863,270,58,240,2026-01-12,1277.99,Card,Cancelled
864,243,195,197,2026-03-01,375.37,Card,Delivered
865,89,253,221,2026-01-09,1765.93,UPI,Cancelled
866,260,170,21,2026-03-29,1725.96,UPI,Delivered
867,384,272,90,2026-02-27,1014.43,Cash,Cancelled
868,260,105,219,2026-01-10,772.68,Card,Cancelled
869,322,16,292,2026-03-27,1474.53,Cash,Delivered
870,393,208,280,2026-01-22,1615.0,Card,Delivered
871,381,71,176,2026-03-05,1502.68,Cash,Delivered
872,306,253,10,2026-01-21,1884.9,UPI,Delivered
873,253,81,211,2026-02-04,1750.08,Card,Cancelled
874,130,96,269,2026-02-11,1263.16,UPI,Delivered
875,81,130,62,2026-03-19,564.3,Cash,Delivered
876,385,299,233,2026-03-08,1526.21,Cash,Delivered
877,287,127,91,2026-03-11,951.71,Cash,Delivered
878,169,7,165,2026-01-06,1559.29,UPI,Delivered
879,423,127,299,2026-02-17,1824.14,Cash,Cancelled
880,81,168,110,2026-03-25,1326.06,Card,Cancelled
881,300,266,259,2026-02-04,1488.16,Cash,Cancelled
882,386,83,34,2026-01-29,1967.91,UPI,Cancelled
883,193,87,11,2026-01-18,1455.0,UPI,Delivered
884,465,288,29,2026-01-05,1301.98,Card,Delivered
885,135,146,142,2026-03-05,1515.08,Card,Delivered
886,160,194,223,2026-01-12,1899.76,UPI,Delivered
887,355,149,106,2026-01-09,1631.06,UPI,Cancelled
888,71,114,184,2026-02-04,832.8,Cash,Delivered
889,375,101,156,2026-01-14,623.82,Cash,Delivered
890,482,171,194,2026-01-06,584.15,Cash,Delivered
891,240,170,150,2026-02-28,798.17,Cash,Delivered
892,45,66,85,2026-03-07,236.32,UPI,Delivered
893,385,222,159,2026-01-27,1351.18,UPI,Cancelled
894,269,5,101,2026-03-09,320.29,UPI,Cancelled
895,397,163,118,2026-01-27,671.93,Card,Cancelled
896,424,234,103,2026-01-07,1558.02,UPI,Cancelled
897,200,194,107,2026-01-20,764.88,UPI,Cancelled
898,205,3,239,2026-03-01,833.18,Cash,Cancelled
899,29,227,201,2026-02-13,1417.34,Cash,Cancelled
900,363,148,31,2026-03-04,1105.06,UPI,Delivered
901,475,155,84,2026-03-24,1011.73,Card,Delivered
902,155,201,4,2026-03-11,538.87,Cash,Cancelled
903,150,136,284,2026-01-02,667.34,Card,Delivered
904,283,20,101,2026-03-14,1451.88,UPI,Cancelled
905,154,250,263,2026-02-11,661.12,Card,Delivered
906,207,256,286,2026-02-20,606.12,Card,Cancelled
907,367,199,29,2026-01-10,202.48,UPI,Cancelled
908,55,20,242,2026-01-26,1681.75,UPI,Delivered
909,22,259,131,2026-02-10,571.12,Card,Delivered
910,92,131,24,2026-03-15,1915.2,UPI,Delivered
911,304,284,111,2026-01-08,1548.66,Card,Delivered
912,353,207,297,2026-01-23,1592.23,UPI,Cancelled
913,475,14,111,2026-03-06,1662.6,Cash,Cancelled
914,38,88,139,2026-03-01,1879.03,UPI,Cancelled
915,299,287,300,2026-02-07,560.54,Card,Delivered
916,150,156,103,2026-03-15,1217.22,UPI,Delivered
917,421,107,111,2026-02-05,1566.05,Cash,Delivered
918,163,205,247,2026-03-05,1503.67,UPI,Cancelled
919,239,130,244,2026-01-10,1519.15,UPI,Cancelled
920,355,6,127,2026-03-03,1189.98,UPI,Cancelled
921,119,28,154,2026-01-13,1309.06,UPI,Delivered
922,144,79,121,2026-02-05,1170.22,Cash,Delivered
923,29,211,226,2026-03-03,1487.62,UPI,Cancelled
924,223,153,250,2026-03-22,293.04,Card,Cancelled
925,323,14,87,2026-02-24,705.55,UPI,Delivered
926,314,164,203,2026-01-19,1174.44,Cash,Cancelled
927,392,166,188,2026-03-09,1643.19,UPI,Delivered
928,111,54,42,2026-02-23,1864.26,UPI,Delivered
929,233,271,292,2026-01-11,332.19,Card,Delivered
930,378,214,39,2026-01-24,1031.79,UPI,Cancelled
931,187,207,74,2026-03-24,1250.9,UPI,Delivered
932,168,97,272,2026-02-19,1603.08,Cash,Delivered
933,226,106,297,2026-02-09,1434.72,Card,Delivered
934,28,84,101,2026-02-02,1453.14,Cash,Delivered
935,205,177,245,2026-01-06,1112.46,Card,Delivered
936,400,42,8,2026-01-25,1709.14,Card,Delivered
937,484,138,202,2026-03-05,422.38,UPI,Delivered
938,87,102,219,2026-02-14,757.6,Card,Delivered
939,209,18,21,2026-02-18,1549.31,UPI,Cancelled
940,165,210,142,2026-02-21,1013.73,Card,Delivered
941,357,221,179,2026-01-17,1467.26,Card,Cancelled
942,223,18,189,2026-03-06,1564.09,Card,Delivered
943,382,184,92,2026-01-28,1201.69,Cash,Cancelled
944,287,90,217,2026-03-05,863.44,Card,Delivered
945,420,94,184,2026-01-22,1626.1,Cash,Cancelled
946,229,277,99,2026-03-22,420.59,Cash,Delivered
947,114,225,159,2026-02-24,956.31,UPI,Delivered
948,58,20,3,2026-02-27,1158.8,Cash,Delivered
949,17,256,170,2026-01-31,568.68,UPI,Delivered
950,391,154,144,2026-03-30,1462.83,UPI,Cancelled
951,217,169,32,2026-02-27,1114.5,UPI,Cancelled
952,82,290,297,2026-01-29,1254.73,Cash,Cancelled
953,336,294,241,2026-03-17,716.04,Card,Delivered
954,334,130,83,2026-03-12,519.59,Cash,Delivered
955,355,155,204,2026-02-24,916.63,UPI,Cancelled
956,288,278,170,2026-01-22,639.27,UPI,Delivered
957,361,39,39,2026-02-06,1443.83,UPI,Cancelled
958,68,208,203,2026-01-02,1955.89,Cash,Delivered
959,309,27,68,2026-01-16,1037.67,Card,Delivered
960,241,120,300,2026-01-21,605.42,Card,Cancelled
961,297,289,145,2026-02-28,437.85,Cash,Delivered
962,67,273,79,2026-01-05,1251.4,Cash,Cancelled
963,281,90,18,2026-03-11,824.12,Card,Delivered
964,167,95,109,2026-01-30,1999.88,UPI,Cancelled
965,378,127,65,2026-03-26,576.01,Cash,Cancelled
966,208,235,136,2026-02-01,1737.97,UPI,Delivered
967,45,19,147,2026-01-06,1096.63,UPI,Cancelled
968,190,178,123,2026-03-19,581.23,UPI,Delivered
969,143,166,186,2026-02-13,1851.29,UPI,Delivered
970,202,235,108,2026-01-23,1317.21,Card,Cancelled
